id,osmId,name,addrCity,addrPostcode,addrStreet,addrHousenumber,phone,coordinates
resturant597,node/5022797017,Waidmannalm,Hafling - Avelengo,39010,Piffingerweg / Via Pivigna,30,,"[11.2739635, 46.6854848]"
resturant598,node/5024191625,Zuegghütte - Rifugio Zuegg,Hafling - Avelengo,39010,Piffingerweg - Via Pivigna,4,,"[11.2496294, 46.6761922]"
resturant599,node/5026846255,Locanda Margon,Trento,38123,Via Margone,15,,"[11.1087943, 46.0245772]"
resturant600,node/5068684985,Restaurant Lackner Stubn,Algund - Lagundo,39022,Josef-Weingartner-Straße - Via Josef Weingartner,,+39 0473 449 964,"[11.1432676, 46.6784846]"
resturant601,node/5069371904,Il Doge,Rovereto,38068,Scala del Redentore,4,,"[11.0450566, 45.8875765]"
resturant602,node/5075702095,Mon Amour,Lana,39011,Zollstraße - Via Dogana,6,,"[11.1626335, 46.6062233]"
resturant603,node/5107107595,ZenZero,Bolzano - Bozen,39100,Via Museo - Museumstraße,15,,"[11.351454, 46.4994642]"
resturant604,node/5121704034,Alte Post,Tramin an der Weinstraße - Termeno sulla Strada del Vino,39040,Rathausplatz - Piazza Municipio,7,,"[11.2398983, 46.3415288]"
resturant605,node/5128156121,Des Alpes Stuben,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Mëisules,157,,"[11.7569902, 46.5553909]"
resturant606,node/5216237021,Fabbrica di Pedavena,Levico Terme,38056,Via Traversa Lido,4,,"[11.291992, 46.008438]"
resturant607,node/5239187880,Sushiland,Trento,38121,Via del Brennero,111,+39 0461 1580027,"[11.1170965, 46.0858544]"
resturant608,node/5277775867,Top di gamma,Riva del Garda,38066,Via San Nazzaro,81,,"[10.8550389, 45.899568]"
resturant609,node/5283481026,Talstube,Ahrntal - Valle Aurina,39030,Enz Schachen,3,,"[11.977737, 46.9937269]"
resturant610,node/5300784172,Osteria del tempo perso,Levico Terme,38056,Via Cesare Battisti,22,,"[11.3013112, 46.0104028]"
resturant611,node/5306395928,Goldrainer Hof,Goldrain,39021,Vinschgauer Straße - Via Val Venosta,4,,"[10.8224415, 46.6189417]"
resturant612,node/5306526859,Bioessere,Arco,38062,Via Santa Caterina,40,,"[10.8756088, 45.9124687]"
resturant613,node/5306731417,Salsamenteria Capolini,Riva del Garda,38066,Via Florida,5,,"[10.8405329, 45.8849165]"
resturant614,node/5325719262,Pizzeria Koriander,Percha - Perca,39030,Pustertaler Straße - Via Val Pusteria,3,,"[11.9806843, 46.7922196]"
resturant615,node/5376806032,Agritur La Dasa,Ledro,38067,Località Derco,5,,"[10.7080598, 45.8978114]"
resturant616,node/5377859075,Peter Brunel,Arco,38062,Via Linfano,47,,"[10.8789638, 45.8873217]"
resturant617,node/5377859209,La Fattoria Ristorante Pizzeria,Riva del Garda,38066,Via Marone,7e,,"[10.8362678, 45.8994402]"
resturant618,node/5377870215,Al Fortino,Nago,38069,Via Europa,3,,"[10.8865031, 45.878252]"
resturant619,node/5378205766,Ristorante Pizzeria La Villa,Nago,38069,Via Scipio Sighele,9,,"[10.8887228, 45.8780831]"
resturant620,node/5398593302,Pizzium,Bolzano - Bozen,39100,Corso Italia - Italienallee,13,,"[11.3401019, 46.5004126]"
resturant621,node/5417107436,Tree Brasserie,Bolzano - Bozen,39100,Via Piave - Piavestraße,15,+39 04711532377,"[11.357481, 46.5002]"
resturant622,node/5428757133,All'Olmo,Bolzano - Bozen,39100,Via Antonio Pacinotti - Antonio-Pacinotti-Straße,15,,"[11.3315375, 46.4828624]"
resturant623,node/5437162116,Gasthaus Noafer - Maso Noafer,Jenesien - San Genesio Atesino,39050,Glaning - Cologna,37,,"[11.3005624, 46.5119642]"
resturant624,node/5438435724,PIC NIC,Bolzano - Bozen,39100,Via Virgilio - Virgilstraße,6,,"[11.341465, 46.5008497]"
resturant625,node/5446414999,C'era una volta,Tione di Trento,38079,Via Legione Trentina,5,+39 0465 326249,"[10.728761, 46.0362246]"
resturant626,node/5494730118,Insushi,Bolzano - Bozen,39100,Via Dalmazia - Dalmatienstraße,39a,,"[11.338297, 46.4915011]"
resturant627,node/5503454585,Köhl'n Keller - Dorf Tirol,Tirol - Tirolo,39019,Hauptstraße,30,,"[11.156009, 46.6890083]"
resturant628,node/5525429531,Ca dei Veli,Cimone,38060,Loc. Pifferi,27,,"[11.0722336, 45.9851348]"
resturant629,node/5624428609,La Roda,Pinzolo,38086,Viale Guglielmo Marconi,11,,"[10.7639145, 46.1590439]"
resturant630,node/5678541394,Bar Café Restaurant Platzl,Truden - Trodena,39040,Kirchplatz St. Blasius - Piazza Chiesa San Biagio,7,,"[11.3488557, 46.3216014]"
resturant631,node/5706096826,Trattoria Flora,Meran - Merano,39012,Laubengasse - Via Portici,75,,"[11.1636472, 46.6713819]"
resturant632,node/5724991017,Gilda Ristorante Pizzeria,Caldonazzo,38052,Via Brenta,22,,"[11.2673839, 45.9955902]"
resturant633,node/5760603897,Buga Ramen,Bolzano - Bozen,39100,Viale Druso - Drususallee,91,,"[11.3358468, 46.4951287]"
resturant634,node/5760611163,Bar Pizzeria Sportcenter,Deutschnofen - Nova Ponente,39050,Forastraße - Via Fora,1,,"[11.4342773, 46.4130835]"
resturant635,node/5794393164,Gasthof Sterzingerhof,Sterzing - Vipiteno,39049,Geizkoflerstraße - Via Geizkofler,15,,"[11.4334842, 46.8982379]"
resturant636,node/5798934353,Dolomiti,Ruffrè-Mendola,38010,Mendola - Campi di Golf,52,,"[11.2076991, 46.4167972]"
resturant637,node/5801785340,Pizzeria Nuova Garda,Torbole sul Garda,38069,Via Giacomo Matteotti,87,,"[10.8743173, 45.8724292]"
resturant638,node/5817248052,Birreria Arciduca,Arco,38062,Largo Pina,3,,"[10.8831418, 45.9198242]"
resturant639,node/5831469087,Almdiele,Ahrntal - Valle Aurina,39030,Maurlechenfeld,2,+39 0474 671353,"[11.9182385, 46.9525899]"
resturant640,node/5852942369,SúYoshì,Rovereto,38068,Via del Garda,44/0,+39 0464 435941,"[11.0128128, 45.8671589]"
resturant641,node/5905821608,Hotel Compet,Vignola-Falesina,38057,Località Compet,26,,"[11.2996182, 46.0390815]"
resturant642,node/5905898090,Ristorante Al Cacciatore,Vetriolo,38056,Località Prati di Monte,62,+39 0461 701575,"[11.3417425, 46.031636]"
resturant643,node/5926208990,Pizzeria Vignola,Avio,38063,Via Alcide Degasperi,2,,"[10.9417713, 45.734643]"
resturant644,node/5943795969,Aquarium,Bruneck - Brunico,39031,Im Gelände,26,,"[11.9376744, 46.7793787]"
resturant645,node/5983798415,fink Restaurant & Suites,Brixen - Bressanone,39042,Kleine Lauben - Via Portici Minori,4,,"[11.6554222, 46.7162954]"
resturant646,node/6012930685,Ustaria Da Checco - Restaurant,Urtijëi - St.Ulrich - Ortisei,39046,Streda Rezia,185,,"[11.6755835, 46.5737833]"
resturant647,node/6031965474,BaldoStube,Brentonico,38060,Via Milano,1,,"[10.956784, 45.8175621]"
resturant648,node/6037863489,Ristorante Stelvio,Meran - Merano,39012,4. Novemberstraße - Via IV Novembre,66,,"[11.144297, 46.6771756]"
resturant649,node/6096089813,Spaghetteria moderna,Arco,38062,Via Giovanni Segantini,92,,"[10.8875809, 45.9196749]"
resturant650,node/6161368597,Restaurant Schlosskeller,Toblach - Dobbiaco,39034,Josef-Walch-Straße / Via Josef Walch,2,,"[12.2236891, 46.7359255]"
resturant651,node/6161428654,Restaurant Wiesthaler,Innichen - San Candido,39038,Herzog-Tassilo-Straße - Via Duca Tassilo,3,,"[12.281876, 46.7332112]"
resturant652,node/6256572712,L'Ostaria da Besic,Canazei,38032,Strada Dolomites,101,,"[11.7702986, 46.477307]"
resturant653,node/6285603913,Agritur Calcaiol,Cognola,38121,Via dei Bergamini,6,,"[11.144134, 46.0834468]"
resturant654,node/6289187978,Spanglwirt,Sand in Taufers - Campo Tures,39032,Ahrntalerstraße - via valle Aurina,23,,"[11.9510718, 46.9191488]"
resturant655,node/6307645225,Tennisbar & Restaurant Sparer,Eppan an der Weinstraße - Appiano sulla Strada del Vino,39057,Montiggler Straße - Via Monticolo,80,,"[11.2762439, 46.4183207]"
resturant656,node/6341344169,L'Olimpo,Malè,38027,Zona Commerciale,3,+39 0463 901282,"[10.9095281, 46.3485537]"
resturant657,node/6412438501,Buschenschank Rielinger,Ritten - Renon,39054,Siffianer Leitach,7,,"[11.4727092, 46.5239928]"
resturant658,node/6438863499,Terramia,Trento,38122,Via San Marco,64,+39 0461 262666,"[11.1265215, 46.0698936]"
resturant659,node/6483694360,Waldthaler,Auer - Ora,39040,Hauptplatz - Piazza Principale,34,,"[11.2990183, 46.3479235]"
resturant660,node/6487939252,Sulfner,Hafling - Avelengo,39010,St. Kathreinstraße - Via S. Caterina,4,,"[11.2100132, 46.6479881]"
resturant661,node/6488246609,Restaurant Sonnenheim,Hafling - Avelengo,39010,Falzebenerstraße - Via Falzeben,63,,"[11.2207479, 46.6532697]"
resturant662,node/6488372707,Restaurant Falzeben,Hafling - Avelengo,39010,Falzebenerstraße - Via Falzeben,214,,"[11.2407938, 46.6660383]"
resturant663,node/6525121933,Speckkeller,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Mëisules,300,,"[11.7654669, 46.5502757]"
resturant664,node/6574523149,Aquila D'oro,Caldonazzo,38052,Via Roma,13,,"[11.2631157, 45.9918138]"
resturant665,node/6579634203,Gasthof Weisses Kreuz - Albergo Croce Bianca,Glurns - Glorenza,39020,Malserstraße - Via Malles,2,,"[10.5530615, 46.6707902]"
resturant666,node/6579634204,Grüner Baum,Glurns - Glorenza,39020,Stadtplatz - Piazza della Città,7,,"[10.5523682, 46.670469]"
resturant667,node/6579634205,Belvenu,Glurns - Glorenza,39020,Stadtplatz - Piazza della Città,9,,"[10.5524728, 46.6706375]"
resturant668,node/6641621398,Bar Ristorante Alessia,Fierozzo - Vlarotz,38050,Runker - Maso Ronca,15,,"[11.3186955, 46.1110005]"
resturant669,node/6641854735,lisas' alm,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda La Sëlva,111,,"[11.7290747, 46.5522748]"
resturant670,node/6712688795,Maso la Betulla,Terre d'Adige,38097,Località Tremol,9,+39 348 3392705,"[11.0879262, 46.1623407]"
resturant671,node/6763219452,Restaurant Pizzeria Guater Tropfen,Deutschnofen - Nova Ponente,39050,Unterbirchabruck - Ponte Nova di Sotto,25,,"[11.4775454, 46.4289756]"
resturant672,node/6856716373,La Scala Bistrò /=\,Riva del Garda,38066,Via Padova,5,,"[10.8542315, 45.883007]"
resturant673,node/6895631721,La Pineta,Caldonazzo,38052,Via Pineta,1,,"[11.2662987, 45.9833467]"
resturant674,node/6953660212,Tentazioni,Trento,38123,Via di Stella di Man,45,,"[11.1295141, 46.0365209]"
resturant675,node/6981390987,Trattoria Filo d'olio,Bolzano - Bozen,39100,Vicolo della Parrocchia - Pfarrgasse,2a,,"[11.3535519, 46.4988703]"
resturant676,node/7014395841,DInuoVO,Meran - Merano,39012,Romstraße - Via Roma,113,,"[11.1656304, 46.6599364]"
resturant677,node/7052523737,Cianel,Sëlva - Wolkenstein - Selva di Val Gardena,39048,Streda La Sëlva,51,,"[11.7406766, 46.5523781]"
resturant678,node/7054924421,Hotel Rech-Hof Sayonara,Folgaria,38064,Via Andrea Maffei,52,,"[11.1869697, 45.9174562]"
resturant679,node/7056618888,Nives,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Nives,4,,"[11.7567835, 46.5558782]"
resturant680,node/7245495417,Schnatzhof,Naturns - Naturno,39025,Sonnenberg-Monte Sole,78,,"[11.0032426, 46.6705843]"
resturant681,node/7245495418,Schnatzhof,Naturns - Naturno,39025,Sonnenberg-Monte Sole,78,,"[11.0032099, 46.6705681]"
resturant682,node/7256110864,Solala - Ristorante asiatico,Bolzano - Bozen,39100,Via Alto Adige - Südtiroler Straße,3/7,,"[11.3551037, 46.4973925]"
resturant683,node/7368915455,PizzaExpress,Castelnuovo,38050,Piazza del Municipio,8,,"[11.4945285, 46.0525859]"
resturant684,node/7546079259,Miramonti Pizzeria Cucina B&B,Brentonico,38060,Via Giuseppe Mazzini,97,+39 0464 395112,"[10.9670439, 45.8209859]"
resturant685,node/7681517559,Restaurant Bistro Pienzenau,Meran - Merano,39012,Pienzenauweg - Via Pienzenau,6,,"[11.1810926, 46.6636864]"
resturant686,node/7707514165,L'Medel,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Mëisules,22,,"[11.7433706, 46.557821]"
resturant687,node/7756985292,Bellavista,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Mëisules,168,,"[11.756788, 46.5553136]"
resturant688,node/7811231317,Zin Fux,Sexten - Sesto,39030,St. Josefstraße - Via S. Giuseppe,59,,"[12.3828812, 46.680259]"
resturant689,node/7835690098,Babsis Cafe,Oberbozen - Soprabolzano,39054,Dorf - Paese,4,,"[11.4030597, 46.5284017]"
resturant690,node/7944379453,Bio Hotel Benny,Daolasa,38020,Via della Fantoma,13,,"[10.8422533, 46.319537]"
resturant691,node/8197332146,Putipù,Rovereto,38068,Vicolo dei Conciatori,17,,"[11.0422691, 45.8882496]"
resturant692,node/8232536591,Waikiki Poké Trento,Trento,38122,Via Giuseppe Verdi,19,+39 0461 141 7506,"[11.1178943, 46.0666112]"
resturant693,node/8274116256,Centro Fondo,Badia - Abtei,39030,Sciare,10,,"[11.9669988, 46.554301]"
resturant694,node/8567856108,Europa,Ruffrè-Mendola,38010,Mendola - Campi di Golf,39,,"[11.2063529, 46.4182559]"
resturant695,node/8635123571,Hotel Ristorante Bar Da Elda,Lenzumo,38067,Via 3 Giugno,3,,"[10.7279552, 45.9135211]"
resturant696,node/8661776994,Granbaita Gourmet,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Nives,11,,"[11.7581466, 46.5566546]"
resturant697,node/8756602282,Baita Pradel,Canazei,38032,Strèda de Pordoi,21,,"[11.7800141, 46.4915504]"
resturant698,node/8789305956,Pizzeria Heisskeller,Kaltern an der Weinstraße - Caldaro sulla Strada del Vino,39052,Weinstraße - Strada del Vino,4,,"[11.2479135, 46.4100428]"
resturant699,node/8806886940,Zuin,Riva del Garda,38066,Via Lutti,14,,"[10.8454345, 45.8869488]"
resturant700,node/8871505835,Kastelazkeller,Tramin an der Weinstraße - Termeno sulla Strada del Vino,39040,St. Jakob - S. Giacomo,14,,"[11.240615, 46.3442218]"
resturant701,node/8879333875,Sapore di Stelle Bistrò,Trento,38121,Via Padre Emilio Chiocchetti,10,,"[11.1198788, 46.0943192]"
resturant702,node/8998454403,Pizzeria Miravalli,Sagron Mis,38050,Via Passo Cereda,2,,"[11.9274965, 46.205505]"
resturant703,node/8998586414,Bike Farm Linfano,Arco,38062,Via Linfano,43,,"[10.8829486, 45.8863145]"
resturant704,node/9019234103,Taproom Riva del Garda,Riva del Garda,38066,Via Pilati,7,,"[10.8406894, 45.8875668]"
resturant705,node/9024229317,Agriturismo Verdecrudo,,38052,Località Maso Murari,1,+39 347 5051731,"[11.2490468, 45.9927438]"
resturant706,node/9025816144,Dolce Pizza,Riva del Garda,38066,Viale Nino Pernici,15,,"[10.84576, 45.8877794]"
resturant707,node/9052752671,Jolly Blue,Dro,38074,Località Matoni,5,,"[10.9042911, 45.9475097]"
resturant708,node/9065351177,Porca Vacca,Dro,38074,Via della Filanda,9,,"[10.9136915, 45.9595403]"
resturant709,node/9070905006,Schatzerhütte - Rifugio Schatzer,Brixen - Bressanone,39042,Erwin-Stricker-Weg - Via Erwin Stricker,50,+39 0472 521343,"[11.7536392, 46.6739118]"
resturant710,node/9142395636,Fischerkeller,Kaltern an der Weinstraße - Caldaro sulla Strada del Vino,39052,Weinbergweg - Via delle Vigne,10,,"[11.2378222, 46.4119696]"
resturant711,node/9151291236,Zur Goldenen Traube,Urtijëi - St.Ulrich - Ortisei,39046,Streda Rezia,51,,"[11.6732934, 46.5739292]"
resturant712,node/9155382632,il Dogèt,Rovereto,38068,Via Portici,14,,"[11.0449203, 45.8876171]"
resturant713,node/9160519840,La Filanda,Denno,38010,Via Santi Gervasio e Protasio,5,+39 0461 1863469,"[11.0496145, 46.273677]"
resturant714,node/9176581959,Sud,Riva del Garda,38066,Via Padova,5,,"[10.8536023, 45.8827621]"
resturant715,node/9176581960,Taste of India,Riva del Garda,38066,Via Padova,5,,"[10.8532375, 45.8830095]"
resturant716,node/9176586464,Albergo Rolly;Ristorante Pizzeria Rolly,Riva del Garda,38066,Località San Tomaso,39,,"[10.8596261, 45.9032858]"
resturant717,node/9178364617,Amaranta Bio Bistrot,,38068,Via Valbusa Grande,2,+39 0464 011298,"[11.0448232, 45.8894932]"
resturant718,node/9226767572,Locale tipico Al Volt,Cimone,38060,Località Gazi,21,,"[11.0748906, 45.9836634]"
resturant719,node/9385990539,Bar Pizzeria Doghen,Ledro,38067,Via di Carpeà,2,,"[10.7246471, 45.9014974]"
resturant720,node/9431174994,Shi's,Trento,38122,Viale Adriano Olivetti,3,,"[11.1153287, 46.0622023]"
resturant721,node/9466639676,Pizze & Delizie,Arco,38062,Via Fabio Filzi,4,,"[10.8810111, 45.9169563]"
resturant722,node/9623571497,Il Sommelier,Trento,38122,Via Santissima Trinitá,26,,"[11.1236857, 46.0663592]"
resturant723,node/9691333484,Krügel,Lavis,38015,Via Nazionale,36,,"[11.1092959, 46.1382777]"
resturant724,node/9748471632,Alois Lageder Paradeis,Margreid an der Weinstraße - Magrè sulla Strada del Vino,39040,Via Casòn Hirschprunn,1,,"[11.209955, 46.2868771]"
resturant725,node/9802480737,Pizzeria Zalejada,Moena,38035,Strada de Salejada,45,,"[11.658191, 46.3776704]"
resturant726,node/9805681083,Gasthofstube Stafler,Freienfeld - Campo di Trens,39040,Mauls,10,,"[11.5204984, 46.8511496]"
resturant727,node/9805720295,Gourmetstube Einhorn,Freienfeld - Campo di Trens,39040,Mauls,10,,"[11.5205504, 46.8510877]"
resturant728,node/9814512433,Pizzikotto,Trento,38122,Piazza delle Donne Lavoratrici,8,+39 0461 218300,"[11.1153027, 46.0598045]"
resturant729,node/9824742516,Casa Liu,Arco,38062,Via Sant'Andrea,57,,"[10.8614299, 45.910092]"
resturant730,node/9845773846,Bistrò Linfano,Arco,38062,Via Linfano,52,,"[10.8731986, 45.8789981]"
resturant731,node/9863836498,Ristorante Alla Pergola,Dro,38074,Località Alle Pergole,2,,"[10.9014521, 45.9426716]"
resturant732,node/9874153782,Le Rais,Cavalese,38033,Piazza 12 Partigiani,6,,"[11.4561919, 46.2929962]"
resturant733,node/9874335862,La Colombera,Riva del Garda,38066,Via Rovigo,30,,"[10.8611567, 45.8869359]"
resturant734,node/9876021177,La Cantinetta - Canazei,Canazei,38032,Via di Pareda,61,,"[11.7745213, 46.4744788]"
resturant735,node/9904112933,Pizzeria Ristorante la Svolta,Caldonazzo,38052,Viale Trento,4,,"[11.2546813, 45.9957417]"
resturant736,node/9917556577,Edelrauthütte,Mühlwald - Selva dei Molini,39030,Neves,20,,"[11.7391096, 46.9470882]"
resturant737,node/9922008858,Friggitoria al Porto,Riva del Garda,38066,Piazza Catena,25,,"[10.8388499, 45.8834965]"
resturant738,node/9922032794,La Montanara,Riva del Garda,38066,Via Montanara,18,,"[10.8403661, 45.886245]"
resturant739,node/9922032805,Osteria PaneSalame,Riva del Garda,38066,Via Montanara,8,,"[10.8406089, 45.8861916]"
resturant740,node/9922353183,Capannina Pizza & Grill,Riva del Garda,38066,Viale Rovereto,44,,"[10.8513154, 45.8807975]"
resturant741,node/9967136053,Le tre oche,Ledro,38067,Via Maffei,37,,"[10.7728539, 45.871416]"
resturant742,node/9969540118,El Volt,Madonna di Campiglio,38068,Piazza Brenta Alta,16,,"[10.8266011, 46.232392]"
resturant743,node/9983695815,Ansitz Goller,Rasen-Antholz - Rasun Anterselva,39030,In der Linde,10,,"[12.0454646, 46.7806741]"
resturant744,node/9987697350,Il Ritratto,Arco,38062,Via Ferrera,30,,"[10.8870676, 45.9191706]"
resturant745,node/9987846455,Turonda,Urtijëi - St.Ulrich - Ortisei,39046,Streda Purger,5,+39 335 817 2810,"[11.6705173, 46.5748664]"
resturant746,node/10011358021,Schwalbennest,Naturns - Naturno,39025,Pichlweg - Via Colle,5,,"[10.9952989, 46.6548362]"
resturant747,node/10135364239,Restaurant Forst Season,Bolzano - Bozen,39100,Piazza Fiera - Messeplatz,1,,"[11.3255214, 46.472764]"
resturant748,node/10168639260,L'osteria,Stenico,38070,Piazza Dante Alighieri,5a,,"[10.8537251, 46.0522187]"
resturant749,node/10188849601,Racer Cafè,Trento,38121,Via Ezio Maccani,165,,"[11.1095733, 46.0886261]"
resturant750,node/10244187425,Minto,Meran - Merano,39012,St.-Markus-Straße - Via San Marco,2,,"[11.1622563, 46.6634982]"
resturant751,node/10295389144,Restaurant Schloss Freudenstein,Eppan an der Weinstraße - Appiano sulla Strada del Vino,39057,Matschatscher Weg - Strada Masaccio,6,,"[11.2473079, 46.4630219]"
resturant752,node/10675598442,la Passion,Vintl - Vandoies,39030,Nikolausweg - Via San Nicolò,5b,,"[11.7602897, 46.8142526]"
resturant753,node/10679888105,Maurizkeller Restaurant/Pizzeria,Urtijëi - St.Ulrich - Ortisei,39046,Streda Rezia,32,,"[11.6712934, 46.5741145]"
resturant754,node/10728537269,Ristorante Domu Mea,Fondo,38013,Via Giovanni Segantini,5,,"[11.1381163, 46.4392544]"
resturant755,node/10731125552,Hotel Villa Argentina Ronzone,Ronzone,38010,Via Mendola,42,,"[11.1546058, 46.4278996]"
resturant756,node/10792425609,Bühelwirt,Ahrntal - Valle Aurina,39030,Am Bühel,30,,"[12.0130001, 47.0096262]"
resturant757,node/10813258870,Locanda al Minatore,Faedo,38010,Via Sant'Agata,5,,"[11.1615168, 46.1925265]"
resturant758,node/10821582738,Il Dopolavoro,,38121,Via delle Scuole,1,+39 0461 990065,"[11.1102602, 46.1082746]"
resturant759,node/10896512557,RESTAURANT SOMVINO,Tirol - Tirolo,39019,Hauptstraße - Via Principale,64,,"[11.1605901, 46.6833635]"
resturant760,node/10983867478,flurin,Glurns - Glorenza,39020,Laubengasse - Via dei Portici,2,,"[10.5532984, 46.6706112]"
resturant761,node/11012394634,Bar Maggio,Arco,38062,Via Giovanni Segantini,104,,"[10.8871374, 45.919535]"
resturant762,node/11012394647,Pizzeria Le 3 P,Arco,38062,Via Giovanni Segantini,96,,"[10.8874699, 45.9196339]"
resturant763,node/11025869857,Piccola Osteria Bianchin,Arco,38062,Via G. Bettinazzi,24,,"[10.8868309, 45.9196754]"
resturant764,node/11105041606,Soley Restaurant,Brixen - Bressanone,39042,Brennerstraße - Via Brennero,2,,"[11.6563779, 46.7193651]"
resturant765,node/11148564556,Gasthof zur Sonne,Laas - Lasa,39023,Vinschgaustraße - Via Venosta,24,,"[10.7005198, 46.6165947]"
resturant766,node/11229808325,Ristorante Cinzia,Altopiano della Vigolana,38049,Via Vicenza,15,+39 461 1863118,"[11.2163269, 45.9954865]"
resturant767,node/11271500964,RiPizziCo,Rovereto,38068,Via Santa Maria,131,,"[11.0424516, 45.8846274]"
resturant768,node/11309279590,Frosch,Varena,38030,Via dei Santi Pietro e Paolo,1,,"[11.4564618, 46.3020522]"
resturant769,node/11364600004,Scoiattolo,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Dantercëpies,34,,"[11.7649781, 46.5559207]"
resturant770,node/11434748531,Luis Eatery,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Nives,36,,"[11.7607076, 46.5542137]"
resturant771,node/11593039880,La Caneva,Folgaria,38064,Via Negheli,63,,"[11.1923694, 45.9194142]"
resturant772,node/11618316210,Alaska,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Dantercëpies,65,,"[11.7669908, 46.5569446]"
resturant773,node/11618603599,Alpenroyal Gourmet,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Mëisules,43,,"[11.7467563, 46.559108]"
resturant774,node/11618696701,Alpin Haus - Plan 45,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Plan,45,,"[11.7701916, 46.5460947]"
resturant775,node/11618705434,Bistrot B24,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Puez,24,,"[11.7597605, 46.5573017]"
resturant776,node/11618707033,Chalet Gérard,Selva Val Gardena - Wolkenstein,39048,Streda Plan de Gralba,37,,"[11.779317, 46.5365079]"
resturant777,node/11618747081,Carlo Valentini,Sëlva - Wolkenstein - Selva di Val Gardena,39048,Streda Passo Sella,23,,"[11.7573844, 46.5059435]"
resturant778,node/11618794602,Ciampac,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Dantercëpies,84/A,,"[11.7705395, 46.5618094]"
resturant779,node/11618930589,Ciastel de Val,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Val,2,,"[11.7685059, 46.5608923]"
resturant780,node/11618963060,Oswald,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Mëisules,140,,"[11.7557167, 46.5557865]"
resturant781,node/11619015772,Else,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Ciampinëi,42,,"[11.7646588, 46.5498337]"
resturant782,node/11619036900,L Muliné,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda La Sëlva,104,,"[11.7357428, 46.5555745]"
resturant783,node/11619041603,L'Angolino del Sella,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Ortschaft Sellajoch - Località Passo Sella,2,,"[11.7568202, 46.509215]"
resturant784,node/11621784945,La Stua,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Frëina,4,,"[11.7629708, 46.5519361]"
resturant785,node/11621848647,Rusctlea,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Rainel,61,,"[11.7526107, 46.5570733]"
resturant786,node/11621880085,Rigais - Hotel Antares,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Mëisules,195,,"[11.759214, 46.5542828]"
resturant787,node/11622064525,Tennis,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Ciampinëi,18,,"[11.7633818, 46.5501514]"
resturant788,node/11622078586,TyBistro,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Puez,12,,"[11.7599039, 46.5569513]"
resturant789,node/11622078785,Suinsom,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Puez,12,,"[11.7598865, 46.5570039]"
resturant790,node/11622096247,Tyrol,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Puez,12,,"[11.7599095, 46.5569227]"
resturant791,node/11630086136,Restaurant - Pizzeria Four,Urtijëi - St.Ulrich - Ortisei,39046,Plaza San Durich,4,,"[11.6711898, 46.575171]"
resturant792,node/11801651569,Maurizkeller Restaurant/Pizzeria,Urtijëi - St.Ulrich - Ortisei,39046,Streda Rezia,32,,"[11.6716119, 46.5742013]"
resturant793,node/11821945029,Sawadee,Arco,38062,Via Luigi Maffei,11,,"[10.8974795, 45.9242188]"
resturant794,node/11837595751,L'Angolo della Pizza,Roncone,38087,Via Nazionale,12,,"[10.6668274, 45.9793221]"
resturant795,node/11936642391,Ristorante Pizzeria La Prateria,Nago,38069,Strada Rivana,37,,"[10.89617, 45.8785552]"
resturant796,node/11957941916,Hofschank Weger,Andrian - Andriano,39010,Weingartenweg - Via Vigneti,23,,"[11.2392081, 46.5181733]"
resturant797,node/11977444468,Ristorante Antica Gardumo,Ronzo-Chienis,38060,Via ai Piani,1,,"[10.9479296, 45.8881539]"
