Comune;Provincia;Categoria;Denominazione struttura;Indirizzo;Frazione;CAP;Telefono;FAX;Indirizzo posta elettronica;Sito internet;Denominazione ente annuario;Tipologia alberghiera;Tipologia servizio;Codice esercizio ricettivo;Partita IVA;Codice localita;Altitudine;Numero unita;Numero posti letto;Prezzo massimo letto aggiunto;Tipologia unita;Posti letto;Prezzo;Prezzo massimo consumazione pasto;Codice;Servizi;Denominazione dipendenza;Comune dipendenza;Frazione dipendenza;Indirizzo dipendenza;Categoria dipendenza;Prezzo massimo letto aggiunto dipendenza;Prezzo massimo consumazione pasto dipendenza;Tipologia unita dipendenza;Posti letto dipendenza;Prezzo dipendenza
TRENTO;TRENTO;3-stelle;FLY BIKE HOTEL;VIA LIDORNO, 3;MATTARELLO;38060;;;info@flybikehotel.it;;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;262944016;2341330229;10484;198;19;40;;camera-con-bagno;1;0.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;3-stelle;HOTEL ARCADIA;VIA PER CESANA, 8-10;CANDRIAI;38123;0461-947126;;info@hotelarcadia.eu;www.hotelarcadia.eu;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;266701863;2337240226;50000602;975;12;24;;suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;3-stelle;HOTEL EVEREST;CORSO ALPINI, 14/16;;38121;0461-825300;0461-824527;info@hoteleverest.it;www.hoteleverest.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1129884;624320222;521;194;113;223;25.00;camera-con-bagno;1;100.00;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;3-stelle;HOTEL SPORTING TRENTO;VIA R. DA SANSEVERINO, 125;;38123;0461-391215;0461-392052;info@hotelsportingtrento.com;www.hotelsportingtrento.com;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1298066;1910690229;521;194;41;79;35.00;camera-con-bagno;1;95.00;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;3-stelle;HOTEL TERME SAN LEONARDO;VIA PER  VIGOLO BASELGA, 8;VIGOLO BASELGA;38123;0461-866143;0461-868885;info@hotelsanleonardo.it;www.hotelsanleonardo.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1512507;2353430222;10535;491;37;66;29.00;camera-con-bagno;1;58.00;18.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;3-stelle;HOTEL VELA;VIA SS.COSMA E DAMIANO, 21-21/A;PIEDICASTELLO - VELA;38122;0461-827200;0461-829924;info@hotelvela.com;www.hotelvela.com;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1212051;1220010225;50000627;194;30;60;22.00;camera-con-bagno;1;60.00;16.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;3-stelle;HOTEL ZODIACO PUB BAR TRE 3;LOCALITA'  VANEZE, 95/B;VANEZE;38123;0461-939242;0461-939012;info@hotelzodiacoski.it;www.hotelzodiacoski.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1422320;1941740225;50000603;1280;43;84;55.00;bicamera-con-bagno;;;20.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
TRENTO;TRENTO;3-stelle;KARINHALL;LOC. I GREZZI, 17;MATTARELLO;38123;0461-945339;0461-945276;info@karinhall.it;www.karinhall.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1364255;604120220;10484;198;12;21;45.00;camera-con-bagno;1;70.00;40.00;STANN07;Ascensore per tutti i piani;KARINHALL (DIPENDENZA);TRENTO;TRENTO;LOC. I GREZZI, 17;3-stelle;45.00;40.00;appartamento;2;140.00
TRENTO;TRENTO;3-stelle;RESIDENCE HOTEL CANDRIAI ALLA POSTA;STRADA DI CANDRIAI, 29;CANDRIAI;38123;0461-947207;0461-939214;info@hotelcandriai.it;www.hotelcandriai.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;rta;pensione-completa;1264657;1408100228;50000602;975;15;46;30.00;appartamento;2;130.00;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;3-stelle;R.T.A. ORIZZONTE;LOCALITA' VANEZE, 82;VANEZE;38123;0461-939242;0461-939012;info@hotelzodiacoski.it;www.hotelzodiacoski.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;rta;prima-colazione;1593598;1941740225;50000603;1280;8;16;80.00;appartamento;2;160.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;3-stelle;VILLA FONTANA;VIA FRATELLI FONTANA, 11;;38122;0461-829800;0461-829759;info@villafontana.it;www.villafontana.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;garni;prima-colazione;1378807;651940222;521;194;23;25;15.00;camera-con-bagno;1;75.00;;STANN05;Aria Condizionata in almeno l'80% delle unit� abitative;;;;;;;;;;
TRENTO;TRENTO;3-stelle-s;ALBERMONACO;VIA TORRE D'AUGUSTO, 25;;38122;0461-983394;0461-983681;info@albermonaco.com;www.albermonaco.com;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;garni;prima-colazione;1246789;383510229;521;194;52;87;15.00;jr-suite;1;120.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;3-stelle-s;HOTEL AMERICA;VIA TORRE VERDE,50;;38122;0461-983010;0461-230603;info@hotelamerica.it;www.hotelamerica.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1214207;172270225;521;194;65;112;35.00;bicamera-con-bagno;;;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;3-stelle-s;HOTEL MONTE BONDONE;LOCALITA' VANEZE - VIA DEI FALCHI, 19;VANEZE;38123;0461-947118;0461-947233;info@hotelmontebondone.it;www.hotelmontebondone.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1420397;1509020226;50000603;1280;46;101;50.00;suite;2;0.00;70.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
TRENTO;TRENTO;3-stelle-s;MONTANA;LOCALITA' VASON, 84;VASON;38123;0461-948200;0461-948177;info@hotelmontana.it;www.hotelmontana.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1190771;1023220229;50000604;1651;62;131;65.00;jr-suite;;;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;4-stelle;ACCADEMIA;VICOLO COLICO, 4-6;;38122;0461-233600;0461-230174;info@accademiahotel.it;www.accademiahotel.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;garni;prima-colazione;1212222;1305400226;521;194;40;78;30.00;jr-suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;4-stelle;ALPINE MUGON HOTEL;LOCALITA' VASON, 98;VASON;38123;0461-939063;0461-947129;info@mugon.it;www.mugon.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1591942;2468160227;50000604;1651;42;92;125.00;jr-suite;;;80.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;4-stelle;AQUILA D'ORO;VIA BELENZANI, 76;;38122;0461-986282;0461-986292;info@aquiladoro.it;www.aquiladoro.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;garni;prima-colazione;1192548;1153940224;521;194;16;26;100.00;jr-suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;4-stelle;GRAND HOTEL TRENTO - RISTORANTE BERNARDO CLESIO - BAR IL CAMINETTO;VIA ALFIERI, 3;;38122;0461-271000;0461-271001;reservation@grandhoteltrento.com;www.grandhoteltrento.com;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1337613;110430220;521;194;136;272;50.00;jr-suite;2;283.00;50.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;4-stelle;HOTEL ADIGE;VIA POMERANOS, 2;MATTARELLO;38123;0461-944545;0461-944520;info@adigehotel.it;www.adigehotel.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1242985;1765980220;10484;198;70;133;40.00;jr-suite;;;45.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;4-stelle;HOTEL BUONCONSIGLIO;VIA ROMAGNOSI, 10/A;;38122;0461-272888;0461-272889;hotelhb@tin.it;www.hotelbuonconsiglio.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;garni;prima-colazione;1124914;225560226;521;194;46;73;28.00;suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;4-stelle;HOTEL NORGE;LOCALITA' NORGE, 3-5;MONTE BONDONE;38123;0461-947436;0461-947538;info@hotelnorge.it;www.hotelnorge.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;103552153;1938860226;50000639;1300;38;77;90.00;jr-suite;;;60.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;4-stelle;LE BLANC HOTEL & SPA;MONTE BONDONE;VASON;38123;0461-947457;0461-939310;direzione@leblanchotelspa.com;www.leblanchotelspa.com;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;114168891;1944760220;50000604;1651;85;180;120.00;jr-suite;;;60.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;4-stelle;RELAIS VECCHIO MASO;STRADA MONASTERO DI SANT'ANNA;SOPRAMONTE;38123;0461-1922000;0461-1922001;info@vecchio-maso.it;www.vecchio-maso.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;garni;prima-colazione;1626655;1916430224;10528;623;22;47;80.00;jr-suite;2;200.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;4-stelle;RELAIS VILLA MADRUZZO;VIA PONTE ALTO, 26;COGNOLA;38121;0461-986220;0461-986361;info@villamadruzzo.it;www.villamadruzzo.it;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1262308;1331040228;10457;389;126;236;28.00;jr-suite;;;38.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;4-stelle-s;NH HOTELS;VIA ADALBERTO LIBERA;;38100;0461-366111;;nhtrento@nh-hotels.com;www.nh-hotels.com;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;269022784;2306230224;521;194;89;178;;jr-suite;2;0.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
TRENTO;TRENTO;nessuna-stella;ALPINO;STRADA DI SPINEDA, 6;SOPRAMONTE;38123;0461-866115;;;;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1234515;2232660221;10528;623;23;25;20.00;camera-con-bagno;1;28.00;12.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
TRENTO;TRENTO;nessuna-stella;BAITA MONTESEL;LOCALITA' NORGE, 23;VASON;38123;0461-947112;0461-939207;pedro92@jumpy.it;;A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI;albergo;pensione-completa;1529540;1891520221;50000604;1651;10;14;34.00;camera-con-bagno;1;50.00;21.69;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
VALLARSA;TRENTO;2-stelle;ALBERGO RISTORANTE STREVA;VIA MARTINI, 32;STREVA;38060;3467912735;;info@albergostreva.it;www.albergostreva.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1251996;3893570246;50000649;1125;12;21;30.00;camera-con-bagno;1;35.00;25.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
VALLARSA;TRENTO;2-stelle;ALLA LANTERNA;VIA FOXI, 26;FOXI;38060;0464-869144;0464-869257;info@lanternafox.com;www.lanternafox.com;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1521792;670120229;10607;674;14;23;40.00;camera-senza-bagno;1;30.00;20.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
VALLARSA;TRENTO;2-stelle;AL PASSO;LOCALITA' MARTINI, 37;PASSO PIAN DELLE FUGAZZE;38060;340-3718626;0464-869250;info@albergoalpasso.it;www.albergoalpasso.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1129623;670130228;50000332;1163;12;23;20.00;camera-con-bagno;1;38.00;18.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VALLARSA;TRENTO;2-stelle;ALPINO;FRAZIONE CAMPOSILVANO, 64;CAMPOSILVANO;38060;0464-869133;0464-869133;alpinocamposilvano@libero.it;;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1338500;433010220;10586;1005;27;49;22.00;camera-senza-bagno;;;18.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
VALLARSA;TRENTO;2-stelle;AURORA;FRAZIONE PARROCCHIA, 32;PARROCCHIA;38060;0464-869141;0464-869141;info@albergoaurora.tn.it;www.albergoaurora.tn.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1331912;2334690225;10619;813;11;23;15.00;camera-con-bagno;2;90.00;16.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
VALLARSA;TRENTO;2-stelle;PASSO BUOLE;FRAZIONE RIVA, 14;RIVA DI VALLARSA;38060;0464-869140;0464-869269;info@passobuole.it;www.passobuole.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1176805;1769190222;10621;716;13;25;38.00;camera-con-bagno;1;43.00;13.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VARENA;TRENTO;1-stella;ALBERGO BUCANEVE;PASSO DI LAVAZE', 19;PASSO DI LAVAZE';38030;0462-340506;0462-340506;info@bucanevelavaze.it;www.bucanevelavaze.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1517329;1385370224;50000651;1810;7;14;18.00;camera-con-bagno;1;37.00;18.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
VARENA;TRENTO;1-stella;SERENETTA;VIA MERCATO, 22;;38030;0462-340342;0462-248015;pensione.serenetta@virgilio.it;www.infotrentino.net/serenetta;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1216953;1414350221;527;1180;21;49;26.00;camera-senza-bagno;1;33.00;15.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
VARENA;TRENTO;3-stelle;ALLA ROCCA;VIA ALPINI, 10;;38030;0462-340321;0462-340275;info@hotelallarocca.com;www.hotelallarocca.com;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1204195;2413340221;527;1180;36;71;150.00;camera-con-bagno;1;300.00;80.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
VARENA;TRENTO;3-stelle;DOLOMITI;VIA LAVAZE', 1;PASSO DI LAVAZE';38030;0462-341103;0462-341137;info@albergo-dolomiti.it;www.albergo-dolomiti.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1151109;1307950228;50000651;1810;21;38;55.00;camera-con-bagno;1;65.00;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VARENA;TRENTO;3-stelle;RESIDENCE GLORIA;VIA ALPINI, 99;;38030;0462-342400;0462-342400;residencegloria@valfiemme.com;www.valfiemme.com/residencegloria;A.P.T. VALLE DI FIEMME;rta;solo-pernottamento;1230176;1615970223;527;1180;9;30;10.00;appartamento;1;100.00;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
VARENA;TRENTO;3-stelle-s;ALPINO;VIA MERCATO, 8;;38030;0462-340460;0462-231609;info@hotelalpinovarena.it;www.hotelalpinovarena.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1202948;1066290220;527;1180;31;74;95.00;camera-con-bagno;2;190.00;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;1-stella;ALPINO;FRAZIONE PIZZANO, 107;PIZZANO;38029;0463-758144;;;www.albergoalpino.org;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1270817;1592360224;10663;1200;10;18;18.00;camera-senza-bagno;1;24.79;15.49;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
VERMIGLIO;TRENTO;2-stelle;BIANCANEVE;VIA DI S. BARTOLOMEO, 15;PASSO TONALE;38029;0364-903997;0364-903997;info@biancanevehotel.it;www.biancanevehotel.ti;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1352738;3321850277;50000654;1883;14;16;35.00;bicamera-con-bagno;;;18.00;STANN05;Aria Condizionata in almeno l'80% delle unit� abitative;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;ADAMELLO;VIA NAZIONALE, 22;PASSO TONALE;38029;0364-903886;0364-903902;info@hoteladamello.com;www.hoteladamello.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1457035;1757520224;50000654;1883;43;90;92.80;camera-con-bagno;2;232.00;13.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;ANGELO;VIA NAZIONALE, 16;PASSO TONALE;38029;0364-903760;0364-903941;info@albergoangelo.it;www.albergoangelo.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1464133;1385910227;50000654;1883;31;64;60.00;camera-con-bagno;1;85.00;36.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;BAITA VELON;LOCALITA' VELON;VELLON;38029;0463-758279;0463-758279;baitavelon@tin.it;www.hotelbaitavelon.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1261045;214870222;50000655;1348;20;40;39.00;camera-senza-bagno;1;45.00;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;EDELWEISS;VIA NAZIONALE, 11;PASSO TONALE;38029;0364-903789;0364-903852;hoteledelweiss@tin.it;www.tonalehotel.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1127702;624430229;50000654;1883;24;50;65.00;camera-con-bagno;2;180.00;18.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;EDEN;VIA NAZIONALE, 23/A;PASSO TONALE;38029;0364-903946;;info@albergoeden.net;www.albergoeden.net;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1193051;201520228;50000654;1883;26;51;39.80;camera-con-bagno;1;60.50;22.50;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;FLORA ALPINA;VIA CIRCONVALLAZIONE, 4;PASSO TONALE;38029;0364-903926;0364-903505;info@hotelfloraalpina.net;www.hotelfloraalpina.net;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1198825;1385930225;50000654;1883;19;40;25.00;bicamera-con-bagno;;;18.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;HOTEL CHALET AL FOSS - RISTORANTE CHALET GOURMET;LOCALITA'AL FOSS, 2;;38029;0463-758161;0463-758083;info@hotelchaletalfoss.it;www.hotelchaletalfoss.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1529023;1136580220;529;1261;49;100;58.50;jr-suite;;;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;HOTEL CIELO BLU;VIA CIRCONVALLAZIONE 16;PASSO TONALE;38029;0364-903725;0364-903449;hotelcieloblu@tin.it;www.hotelcieloblu.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1256868;3843950878;50000654;1883;27;52;70.00;camera-con-bagno;1;100.00;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;LOCANDA LOCATORI;VIA NAZIONALE, 32;PASSO TONALE;38029;0364-903890;0364-903891;;;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1267983;3798950873;50000654;1883;36;78;50.00;camera-con-bagno;1;105.00;27.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;MILANO;VIA BORGONUOVO, 44;CORTINA;38029;0463-758124;0463758124;info@albergomilano.info;www.albergomilano.info;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1186481;1236680227;10657;1203;22;40;30.00;camera-con-bagno;1;38.00;22.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;NEGRITELLA;VIA NAZIONALE, 21;PASSO TONALE;38029;0364-903906;0364-903791;info@albergonegritella.it;www.albergonegritella.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1216802;624460226;50000654;1883;25;58;4.00;camera-con-bagno;1;53.20;18.08;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;PANORAMA;VIA CIRCONVALLAZIONE, 14;PASSO TONALE;38029;0364-903789;0364-903852;panoramaedelweiss@tin.it;www.tonalehotel.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1134313;1418870224;50000654;1883;34;74;67.00;bicamera-con-bagno;;;18.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;PRESENA;VIA NAZIONALE, 60;PASSO TONALE;38029;0364-903846;0364-903870;info@hotelpresena.it;www.hotelpresena.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1457965;2041110228;50000654;1883;21;48;45.00;jr-suite;2;210.00;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;RESIDENCE HOTEL ANNA;VIA CIRCONVALLAZIONE, 20/A;PASSO TONALE;38029;0364-903901;0364-903901;residenza.anna@virgilio.it;;A.P.T. VALLI DI SOLE, PEJO E RABBI;rta;prima-colazione;242174035;2211090226;50000654;1883;15;40;25.00;appartamento;2;240.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;SCIATORI;VIA NAZIONALE, 29;PASSO TONALE;38029;0364-903865;0364-903554;info@albergosciatori.it;www.albergosciatori.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1307755;624410221;50000654;1883;26;52;50.00;camera-con-bagno;2;170.00;27.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;SOLE;VIA NAZIONALE, 27/C;PASSO TONALE;38029;0364-903970;0364-903944;hotelsole@tin.it;www.hotelsole.info;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1315517;624480224;50000654;1883;39;77;45.00;camera-con-bagno;1;74.00;36.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle;VITTORIA;VIA DI PIZZANO, 67;PIZZANO;38029;0463-758142;0463-759200;albergovittoria@tin.it;www.albergovittoria.info;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1198967;1718930223;10663;1200;16;35;35.00;bicamera-con-bagno;;;25.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle-s;DAHU' HOTEL E RESIDENCE;VIA CIRCONVALLAZIONE, 22;PASSO TONALE;38029;0364-903864;0364-903864;info@residencehoteldahu.it;www.hotelresidencedahu.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;rta;pensione-completa;1359352;1650490228;50000654;1883;31;73;135.00;appartamento;2;490.00;120.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle-s;DIMORA STORICA LA MIRANDOLA;LOCALITA'OSPIZIO, 3;PASSO TONALE;38029;0364-903933;0364-903922;info@lamirandolahotel.it;www.lamirandolahotel.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1206441;1382040226;50000654;1883;27;57;100.00;camera-con-bagno;1;130.00;50.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle-s;GARDENIA;VIA NAZIONALE, 20;PASSO TONALE;38029;0364-903769;0364-903851;info@hotelgardenia.net;www.hotelgardenia.net;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1153392;1056800228;50000654;1883;57;126;60.00;camera-con-bagno;2;200.00;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle-s;LA TORRETTA;VIA CIRCONVALLAZIONE, 7;PASSO TONALE;38029;0364-903978;0364-903773;info@hotellatorretta.com;www.hotellatorretta.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1337156;1368060222;50000654;1883;39;84;40.00;jr-suite;;;27.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle-s;ORCHIDEA;VIA CIRCONVALLAZIONE, 24;PASSO TONALE;38029;0364-903935;0364-903533;info@hotelorchidea.net;www.hotelorchidea.net;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1147583;1415710225;50000654;1883;31;65;75.00;bicamera-con-bagno;;;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;3-stelle-s;SPORTING HOTEL;VIA CIRCONVALLAZIONE, 21;PASSO TONALE;38029;0364-903781;0364-903424;info@sportinghotel.com;www.sportinghotel.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1375818;1403900226;50000654;1883;57;125;117.42;camera-con-bagno;1;117.42;21.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
VERMIGLIO;TRENTO;4-stelle;GRAND HOTEL MIRAMONTI;VIA NAZIONALE, 4;PASSO TONALE;38029;0364-900501;0364-900270;info@miramonti.com;www.miramonti.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1339813;4444890968;50000654;1883;120;230;100.00;suite;;;60.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
