Municipality                      ;Province ;Category         ;Facility Name                                                                ;Address                                               ;District                          ;Postal Code ;Phone                     ;Fax                       ;Email Address                                                      ;Website                                                                                                         ;Hotel Type              ;Service Type          ;VAT Number   ;Altitude ;Number of Units ;Number of Beds ;Max Extra Bed Price ;Unit Type              ;Beds ;Price   ;Max Meal Price ;Services
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;FLORA                                                                        ;LOCALITA' VALMESTA, 3                                 ;VALMESTA                          ;      38054 ;0439-769242               ;0439-767385               ;info@residenceflora.com                                            ;www.residenceflora.com                                                                                          ;tourist hotel residence ;full-board            ;1185690227   ;     765 ;             17 ;            34 ;              25.0  ;apartment              ; 1.0 ;  54.0  ;               ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;HOTEL CASTEL PIETRA                                                          ;VIA VENEZIA, 28                                       ;TRANSACQUA                        ;      38054 ;0439-763171               ;0439-763131               ;info@hotelcastelpietra.it                                          ;www.hotelcastelpietra.it                                                                                        ;hotel                   ;bed-and-breakfast     ;1904310222   ;     746 ;             38 ;            97 ;              40.0  ;jr-suite               ; 2.0 ; 200.0  ;               ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;HOTEL COLFOSCO                                                               ;VIA PASSO ROLLE, 20                                   ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68224                ;0439-768951               ;hotelcolfosco@withinn.it                                           ;www.hotelcolfosco.it                                                                                            ;hotel                   ;full-board            ;4716740289   ;    1444 ;             58 ;           134 ;              40.0  ;apartment              ;     ;        ;         25.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;HOTEL SIROR                                                                  ;VIA LARGA, 13                                         ;SIROR                             ;      38054 ;0439-64673                ;0439-64673                ;info@hotelsiror.it                                                 ;www.hotelsiror.it                                                                                               ;hotel                   ;full-board            ;1848380224   ;     765 ;             13 ;            25 ;              45.0  ;jr-suite               ;     ;        ;         26.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;HOTEL STALON                                                                 ;VIA PEZ GAIARD, 21                                    ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68126                ;0439-768738               ;info@hotelstalon.it                                                ;www.hotelstalon.it                                                                                              ;hotel                   ;full-board            ;2457520225   ;    1444 ;             33 ;            67 ;             100.0  ;suite                  ;     ;        ;         50.0  ;Parking (insured for at least 50% of the housing units)
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;LA CASERA                                                                    ;LOCALITA' PIERENI                                     ;VAL CANALI - PIERENI              ;      38054 ;0439-64661                ;0439-764657               ;info@hotelcasera.it                                                ;www.hotelcasera.it                                                                                              ;hotel                   ;full-board            ;1431130226   ;    1200 ;             15 ;            25 ;              20.0  ;apartment              ; 1.0 ;  53.0  ;         20.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;LA MONTANARA                                                                 ;VIA VAL DI RODA, 3                                    ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68183                ;0439-768940               ;informazioni@hotelmontanara.it                                     ;www.hotelmontanara.it                                                                                           ;hotel                   ;full-board            ;1423660222   ;    1444 ;             27 ;            52 ;              45.0  ;room-with-bathroom     ; 1.0 ; 100.0  ;         25.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;LA PERLA                                                                     ;VIA VENEZIA, 26                                       ;TRANSACQUA                        ;      38054 ;0439-762115               ;0439-762839               ;info@hotelaperla.it                                                ;www.hotelaperla.it                                                                                              ;hotel                   ;full-board            ;1100790227   ;     746 ;             63 ;           123 ;              55.0  ;apartment              ;     ;        ;         30.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;MAJESTIC HOTEL DOLOMITI                                                      ;VIA PASSO ROLLE, 92                                   ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-769140               ;0439-769070               ;amm.majestic@th-resorts.com                                        ;                                                                                                                ;hotel                   ;full-board            ;4004020287   ;    1444 ;            104 ;           257 ;             104.0  ;two-room-with-bathroom ;     ;        ;         20.0  ;Outdoor swimming pool
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;MALGA CES                                                                    ;LOCALITA'MALGA CES                                    ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68145                ;0439-68223                ;info@malgaces.it                                                   ;www.malgaces.it                                                                                                 ;hotel                   ;full-board            ;318910221    ;    1444 ;              8 ;            18 ;              90.0  ;room-with-bathroom     ; 2.0 ; 170.0  ;         40.0  ;Parking (insured for at least 50% of the housing units)
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;PALADIN                                                                      ;VIA PASSO ROLLE, 253                                  ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-768680               ;0439-768695               ;info@hotelpaladin.it                                               ;www.hotelpaladin.it                                                                                             ;hotel                   ;full-board            ;817940224    ;    1444 ;             26 ;            48 ;              59.39 ;room-with-bathroom     ; 1.0 ;  69.72 ;         20.66 ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;PANORAMA                                                                     ;VIA CAVALAZZA, 14                                     ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-768667               ;0439-768668               ;hotel@hpanorama.it                                                 ;www.hpanorama.it                                                                                                ;hotel                   ;full-board            ;1096060221   ;    1444 ;             22 ;            55 ;              71.0  ;two-room-with-bathroom ;     ;        ;         46.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;PARK HOTEL MIRAMONTI                                                         ;VIA G. ZECCHINI, 2                                    ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68069                ;0439-767105               ;info@hotelmiramonti.tn.it                                          ;www.hotelmiramonti.tn.it                                                                                        ;hotel                   ;full-board            ;1988190227   ;    1444 ;             32 ;            76 ;              64.0  ;room-with-bathroom     ; 2.0 ; 152.0  ;         34.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;PLANK                                                                        ;VIA LAGHETTO, 35                                      ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-768976               ;0439-768989               ;info@hotelplank.it                                                 ;www.hotelplank.it                                                                                               ;hotel                   ;full-board            ;1257200228   ;    1444 ;             31 ;            64 ;              80.0  ;jr-suite               ;     ;        ;         35.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;PRIMIERO                                                                     ;VIA ROMA, 8                                           ;TRESSANE                          ;      38054 ;0439-64065                ;0439-762456               ;info@hotelprimiero.com                                             ;www.hotelprimiero.com                                                                                           ;hotel                   ;full-board            ;1098950221   ;     725 ;             43 ;            79 ;              45.0  ;jr-suite               ;     ;        ;         30.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;PROMENADE                                                                    ;VIALE PIAVE, 44                                       ;TRANSACQUA                        ;      38054 ;329-5979765               ;0439-62420                ;info@hotel-promenade.it                                            ;www.hotel-promenade.it                                                                                          ;hotel                   ;full-board            ;1958110229   ;     746 ;             18 ;            30 ;              40.0  ;room-with-bathroom     ; 1.0 ;  80.0  ;         30.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;RESIDENCE PEZ GAJARD                                                         ;VIA VAL DI RODA, 32                                   ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-769261               ;0439-769260               ;info@pezgajard.com                                                 ;www.pezgajard.com                                                                                               ;tourist hotel residence ;room-only             ;218240224    ;    1444 ;             57 ;           180 ;              20.0  ;apartment              ; 2.0 ; 281.0  ;               ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;SAN MARTINO                                                                  ;VIA PASSO ROLLE, 279                                  ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68011                ;0439-68550                ;info@hotelsanmartino.it                                            ;www.hotelsanmartino.it                                                                                          ;hotel                   ;full-board            ;1096050222   ;    1444 ;             46 ;            86 ;              90.0  ;two-room-with-bathroom ;     ;        ;         35.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;SASS MAOR                                                                    ;VIA RISORGIMENTO, 20                                  ;TRANSACQUA                        ;      38054 ;3383219896                ;0439-64616                ;info@hotelsassmaor.it                                              ;www.hotelsassmaor.it                                                                                            ;hotel                   ;full-board            ;1163440223   ;     746 ;             35 ;            64 ;              40.0  ;jr-suite               ;     ;        ;         17.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;SKI RESIDENCE                                                                ;VIA FRATE PRIORE, 7                                   ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68410                ;0439-769059               ;info@skiresidence.it                                               ;www.skiresidence.it                                                                                             ;tourist hotel residence ;bed-and-breakfast     ;1426910228   ;    1444 ;             17 ;            45 ;              52.23 ;apartment              ; 2.0 ; 104.46 ;               ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;TRE PONTI                                                                    ;VIA SORELLE LUCIAN, 39/41                             ;TONADICO                          ;      38054 ;0439-762310               ;0439-762307               ;info@hoteltreponti.it                                              ;www.hoteltreponti.it                                                                                            ;hotel                   ;full-board            ;2430480224   ;     750 ;             28 ;            57 ;              50.0  ;two-room-with-bathroom ;     ;        ;         25.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;VENEZIA                                                                      ;VIA STATALE , 47                                      ;PASSO ROLLE                       ;      38054 ;0439-68315                ;0439-769139               ;info@albergovenezia.it                                             ;www.albergovenezia.it                                                                                           ;hotel                   ;full-board            ;1795090222   ;    1989 ;             28 ;            49 ;              60.0  ;two-room-with-bathroom ;     ;        ;         25.0  ;Terrace or garden solarium
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;VEZZANA                                                                      ;PASSO DI ROLLE, 36                                    ;PASSO ROLLE                       ;      38054 ;0439-68328                ;0439-68520                ;info@albergovezzana.it                                             ;www.albergovezzana.it                                                                                           ;hotel                   ;full-board            ;19912500224  ;    1989 ;             13 ;            23 ;              45.0  ;room-with-bathroom     ; 1.0 ;  60.0  ;         25.0  ;Parking (insured for at least 50% of the housing units)
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars          ;VILLA AURORA                                                                 ;VIA VAL DI RODA, 56                                   ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-769060               ;0439-769174               ;info@hotelvillaurora.it                                            ;www.hotelvillaurora.it                                                                                          ;hotel                   ;full-board            ;1567260227   ;    1444 ;             32 ;            81 ;              80.0  ;two-room-with-bathroom ;     ;        ;         35.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars-superior ;ALBERGO BELVEDERE                                                            ;VIA PASSO ROLLE, 247                                  ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68000                ;0439-768969               ;hotel@hbelvedere.it                                                ;www.hbelvedere.it                                                                                               ;hotel                   ;full-board            ;623860228    ;    1444 ;             45 ;            88 ;             102.0  ;two-room-with-bathroom ;     ;        ;         35.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars-superior ;HOTEL ASTORIA                                                                ;VIALE ITALIA, 2                                       ;FIERA DI PRIMIERO                 ;      38054 ;0439-762794               ;0439-64878                ;info@astoriaprimiero.it                                            ;www.astoriaprimiero.it                                                                                          ;hotel                   ;full-board            ;2278820226   ;     710 ;             17 ;            38 ;              30.0  ;jr-suite               ; 2.0 ; 130.0  ;         20.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars-superior ;HOTEL CIMA ROSETTA                                                           ;VIA PASSO ROLLE, 151                                  ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-768622               ;0439-768846               ;info@hotelcimarosetta.it                                           ;www.hotelcimarosetta.it                                                                                         ;hotel                   ;full-board            ;390100220    ;    1444 ;             56 ;            98 ;             130.0  ;jr-suite               ;     ;        ;         70.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars-superior ;HOTEL JOLANDA                                                                ;VIA PASSO ROLLE, 267                                  ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68158                ;0439-768718               ;info@hoteljolanda.com                                              ;www.hoteljolanda.com                                                                                            ;hotel                   ;full-board            ;1302960222   ;    1444 ;             40 ;            77 ;              85.0  ;suite                  ;     ;        ;         50.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars-superior ;HOTEL VIENNA                                                                 ;VIA HERMANN PANZER, 2                                 ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68078                ;0439-769165               ;info@hvienna.com                                                   ;www.hvienna.com                                                                                                 ;hotel                   ;full-board            ;1451460222   ;    1444 ;             40 ;            80 ;             125.0  ;jr-suite               ;     ;        ;         35.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars-superior ;LETIZIA                                                                      ;VIA COLBRICON, 6                                      ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-768615               ;0439-767112               ;hotel@hletizia.it                                                  ;www.hletizia.it                                                                                                 ;hotel                   ;full-board            ;1425520226   ;    1444 ;             34 ;            71 ;             130.0  ;suite                  ; 2.0 ; 310.0  ;         55.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;3-stars-superior ;SAYONARA                                                                     ;VIA PASSO ROLLE, 39                                   ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68174                ;0439-68821                ;info@hotelsayonara.com                                             ;www.hotelsayonara.com                                                                                           ;hotel                   ;full-board            ;1256690221   ;    1444 ;             32 ;            55 ;              90.0  ;suite                  ;     ;        ;         38.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;BOUTIQUE HOTEL GARNI' ORSINGHER                                              ;VIA GUADAGNINI, 14                                    ;FIERA DI PRIMIERO                 ;      38054 ;0439-765695               ;                          ;booking@hotelgarniorsingher.it                                     ;www.hotelgarniorsingher.it                                                                                      ;hotel                   ;bed-and-breakfast     ;393350228    ;     710 ;             21 ;            53 ;              95.0  ;suite                  ; 2.0 ; 230.0  ;               ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;COLBRICON                                                                    ;VIA PASSO ROLLE, 229                                  ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68063                ;0439-68003                ;info@hotelcolbricon.it                                             ;www.hotelcolbricon.it                                                                                           ;hotel                   ;full-board            ;1306930221   ;    1444 ;             26 ;            45 ;             100.0  ;jr-suite               ;     ;        ;         40.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;GRAND HOTEL DES ALPES - LA CANISELA                                          ;VIA PASSO ROLLE, 118                                  ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-769069               ;0439-769068               ;informazioni@hoteldesalpes.it                                      ;www.hoteldesalpes.it                                                                                            ;hotel                   ;full-board            ;358080224    ;    1444 ;             44 ;            88 ;             200.0  ;jr-suite               ;     ;        ;         50.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;HOTEL GARNI' VITTORIA                                                        ;VIA ROMA, 62                                          ;TRESSANE                          ;      38054 ;0439-763156               ;0439-765358               ;info@hotelgarnivittoria.it                                         ;www.hotelgarnivittoria.it                                                                                       ;hotel                   ;bed-and-breakfast     ;242600229    ;     725 ;             23 ;            52 ;              50.0  ;suite                  ;     ;        ;               ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;HOTEL ISOLABELLA                                                             ;VIA RISORGIMENTO, 4                                   ;TRANSACQUA                        ;      38054 ;0439-762276               ;0439-765455               ;info@hotelisolabella.it                                            ;www.hotelisolabella.it                                                                                          ;hotel                   ;full-board            ;1385720220   ;     746 ;             54 ;            94 ;              50.0  ;jr-suite               ;     ;        ;         30.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;HOTEL LUIS                                                                   ;VIALE PIAVE, 20                                       ;FIERA DI PRIMIERO                 ;      38054 ;0439-763040               ;0439-765910               ;info@hotelluis.it                                                  ;www.hotelluis.it                                                                                                ;hotel                   ;full-board            ;1588440220   ;     710 ;             34 ;            58 ;              55.0  ;jr-suite               ;     ;        ;         40.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;HOTEL RELAIS ORSINGHER                                                       ;VIA CAVOUR, 4                                         ;FIERA DI PRIMIERO                 ;      38054 ;0439-62816                ;0439-64841                ;info@primieroholidays.it                                           ;www.primieroholidays.it                                                                                         ;hotel                   ;full-board            ;393350228    ;     710 ;             27 ;            64 ;              95.0  ;suite                  ; 2.0 ; 230.0  ;         45.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;MADONNA                                                                      ;VIA PASSO ROLLE, 10                                   ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68137                ;0439-68296                ;info@residencemadonna.it                                           ;www.residencemadonna.it                                                                                         ;tourist hotel residence ;solo-pernottamento-sb ;131681225    ;    1444 ;              7 ;            22 ;              54.0  ;apartment              ; 2.0 ; 260.0  ;               ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;MIRABELLO                                                                    ;VIA MONTEGRAPPA, 2                                    ;FIERA DI PRIMIERO                 ;      38054 ;0439-64241                ;0439-762366               ;info@hotelmirabello.it                                             ;www.hotelmirabello.it                                                                                           ;hotel                   ;full-board            ;451480222    ;     710 ;             50 ;            96 ;              90.0  ;jr-suite               ;     ;        ;         40.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;PARK HOTEL IRIS                                                              ;VIA ROMA, 26                                          ;TRESSANE                          ;      38054 ;0439-762000               ;0439-762204               ;info@parkhoteliris.com                                             ;www.parkhoteliris.com                                                                                           ;hotel                   ;full-board            ;1647780228   ;     725 ;             82 ;           147 ;             112.0  ;jr-suite               ;     ;        ;         40.0  ;Indoor swimming pool
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;RESIDENCE HOTEL LANGES                                                       ;VIA VAL DI RODA, 24                                   ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-725311               ;                          ;info@residencelanges.it                                            ;www.residencelanges.it                                                                                          ;tourist hotel residence ;bed-and-breakfast     ;180180226    ;    1444 ;             10 ;            25 ;                    ;apartment              ; 2.0 ;   0.0  ;               ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;ROMANTIK HOTEL REGINA                                                        ;VIA PASSO ROLLE, 154                                  ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68221                ;0439-68017                ;info@hregina.it                                                    ;www.hregina.it                                                                                                  ;hotel                   ;full-board            ;1307900223   ;    1444 ;             36 ;            72 ;             120.0  ;suite                  ;     ;        ;         50.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars          ;TRESSANE                                                                     ;VIA ROMA, 30                                          ;TRESSANE                          ;      38054 ;0439-762205               ;0439-762204               ;info@hoteltressane.it                                              ;www.brunethotels.it                                                                                             ;hotel                   ;full-board            ;1647780228   ;     725 ;             53 ;            97 ;             112.0  ;jr-suite               ;     ;        ;         40.0  ;Elevator to all floors
PRIMIERO SAN MARTINO DI CASTROZZA ;TRENTO   ;4-stars-superior ;HOTEL SAVOIA                                                                 ;VIA PASSO ROLLE, 233                                  ;SAN MARTINO DI CASTROZZA          ;      38054 ;0439-68094                ;0439-68188                ;info@hotelsavoia.com                                               ;www.hotelsavoia.com                                                                                             ;hotel                   ;full-board            ;1101350229   ;    1444 ;             45 ;            90 ;             170.0  ;jr-suite               ;     ;        ;         45.0  ;Elevator to all floors
SELLA GIUDICARIE                  ;TRENTO   ;1-star           ;EDEN                                                                         ;VIA NAZIONALE, 2                                      ;RONCONE                           ;      38087 ;0465-901026               ;0465-901026               ;                                                                   ;                                                                                                                ;hotel                   ;full-board            ;97410229     ;     842 ;             14 ;            24 ;              10.0  ;room-without-bathroom  ;     ;        ;         11.36 ;Terrace or garden solarium
SELLA GIUDICARIE                  ;TRENTO   ;1-star           ;LIMES                                                                        ;VIA VALLE                                             ;BREGUZZO                          ;      38081 ;0465-901666               ;0465-901666               ;                                                                   ;www.albergolimes.it                                                                                             ;hotel                   ;full-board            ;1596840221   ;     798 ;              6 ;             9 ;              20.0  ;room-with-bathroom     ; 1.0 ;  31.0  ;         17.0  ;
SELLA GIUDICARIE                  ;TRENTO   ;1-star           ;PONT'ARNO'                                                                   ;LOCALITA' PONT'ARN0'                                  ;BREGUZZO                          ;      38081 ;0465-901565               ;0465-901600               ;info@pontarno.it                                                   ;www.pontarno.it                                                                                                 ;hotel                   ;full-board            ;814160222    ;     798 ;             12 ;            22 ;              25.0  ;room-without-bathroom  ; 1.0 ;  28.0  ;         22.0  ;Terrace or garden solarium
SELLA GIUDICARIE                  ;TRENTO   ;2-stars          ;GARNI' CENTRALE                                                              ;VIA P.G. OLIANA, 23                                   ;RONCONE                           ;      38087 ;0465-901029               ;0465-902019               ;garni.centrale@alice.it                                            ;                                                                                                                ;hotel                   ;bed-and-breakfast     ;1237810229   ;     842 ;              8 ;            11 ;              25.0  ;room-with-bathroom     ; 1.0 ;  35.0  ;               ;Elevator to all floors
SELLA GIUDICARIE                  ;TRENTO   ;2-stars          ;LA ROCCA                                                                     ;VIA LA ROCCA                                          ;LA ROCCA                          ;      38087 ;0465-901137               ;0465-900305               ;larocca@albergolarocca.it                                          ;www.albergolarocca.it                                                                                           ;hotel                   ;full-board            ;125561273    ;    1300 ;             10 ;            22 ;              45.0  ;room-without-bathroom  ;     ;        ;         31.0  ;Terrace or garden solarium
SELLA GIUDICARIE                  ;TRENTO   ;2-stars          ;MIRAMONTI                                                                    ;LOCALITA' LA POZZA                                    ;RONCONE                           ;      38087 ;0465-901108               ;0465-901108               ;info@ristorantemiramonti.it                                        ;www.ristorantemiramonti.it                                                                                      ;hotel                   ;full-board            ;1584740227   ;     842 ;             13 ;            23 ;              35.57 ;room-with-bathroom     ; 1.0 ;  35.57 ;         25.66 ;Terrace or garden solarium
SELLA GIUDICARIE                  ;TRENTO   ;2-stars          ;RONCONE                                                                      ;VIA NAZIONALE, 10                                     ;RONCONE                           ;      38087 ;0465-901080               ;0465-901080               ;info@albergoroncone.it                                             ;www.albergoroncone.it                                                                                           ;hotel                   ;full-board            ;349260224    ;     842 ;             26 ;            48 ;              30.0  ;room-with-bathroom     ; 1.0 ;  60.0  ;         25.0  ;Terrace or garden solarium
SELLA GIUDICARIE                  ;TRENTO   ;2-stars          ;SERENA                                                                       ;VIA ROMA, 133                                         ;BREGUZZO                          ;      38081 ;0465-901081               ;0465-901081               ;info@hotelserena-trentino.it                                       ;www.hotelserena-trentino.it                                                                                     ;hotel                   ;full-board            ;428860209    ;     798 ;             39 ;            68 ;              20.0  ;room-with-bathroom     ; 1.0 ;  45.0  ;         38.0  ;Terrace or garden solarium
SELLA GIUDICARIE                  ;TRENTO   ;3-stars          ;CARLONE                                                                      ;VIA ROMA, 40                                          ;BREGUZZO                          ;      38081 ;0465-901126               ;0465-901014               ;hotelcarlone@hotelcarlone.it                                       ;www.hotelcarlone.it                                                                                             ;hotel                   ;full-board            ;136770229    ;     798 ;             60 ;           123 ;              40.0  ;room-with-bathroom     ; 1.0 ;  55.0  ;         20.0  ;Parking (insured for at least 50% of the housing units)
SELLA GIUDICARIE                  ;TRENTO   ;3-stars          ;DA EMILIO                                                                    ;VIA 3 NOVEMBRE, 94                                    ;BONDO                             ;      38081 ;0465-901006               ;0465-900226               ;albergodaemilio@virgilio.it                                        ;www.albergodaemilio.it                                                                                          ;hotel                   ;full-board            ;1424380226   ;     823 ;             30 ;            59 ;              35.0  ;room-with-bathroom     ; 1.0 ;  54.0  ;         24.0  ;Elevator to all floors
SELLA GIUDICARIE                  ;TRENTO   ;3-stars          ;GENZIANELLA                                                                  ;VIA BENEDETTO LUCCHI, 6                               ;RONCONE                           ;      38087 ;0465-901035               ;0465-900312               ;albergogenzianella@tin.it                                          ;albergogenzianella.jimdo.com                                                                                    ;hotel                   ;full-board            ;1384360226   ;     842 ;             29 ;            47 ;              27.0  ;room-with-bathroom     ; 1.0 ;  45.0  ;         22.0  ;Terrace or garden solarium
SELLA GIUDICARIE                  ;TRENTO   ;3-stars          ;GINEVRA                                                                      ;VIA NAZIONALE, 16                                     ;FONTANEDO                         ;      38087 ;0465-901017               ;0465-901996               ;info@albergoginevra.com                                            ;www.albergoginevra.com                                                                                          ;hotel                   ;full-board            ;1424780227   ;     770 ;             39 ;            75 ;              25.0  ;room-with-bathroom     ; 1.0 ;  40.0  ;         18.0  ;Elevator to all floors
SELLA GIUDICARIE                  ;TRENTO   ;3-stars          ;TRENTO                                                                       ;VIA ROMA, 52                                          ;BREGUZZO                          ;      38081 ;0465-901061               ;0465-900490               ;info@hotel-trento.it                                               ;www.hotel-trento.it                                                                                             ;hotel                   ;full-board            ;485670228    ;     798 ;             24 ;            44 ;              22.0  ;room-without-bathroom  ; 1.0 ;  35.0  ;         16.0  ;Terrace or garden solarium
TRE VILLE                         ;TRENTO   ;1-star           ;BUCANEVE                                                                     ;VIA VALLESINELLA, 25 - LOC. PALU'                     ;MADONNA DI CAMPIGLIO (RAGOLI)     ;      38070 ;0465-441271               ;0465-441672               ;info@hotelbucaneve.com                                             ;www.hotelbucaneve.com                                                                                           ;hotel                   ;bed-and-breakfast     ;1195390222   ;    1490 ;              8 ;            17 ;             100.0  ;room-without-bathroom  ; 1.0 ; 130.0  ;               ;Terrace or garden solarium
TRE VILLE                         ;TRENTO   ;1-star           ;CAPANNA DURMONT                                                              ;LOCALITA' PASSO DAONE                                 ;PASSO DAONE                       ;      38070 ;0465-846099               ;0465-846099               ;massimogigliotti31@gmail.com                                       ;www.capannadurmont.com                                                                                          ;hotel                   ;full-board            ;2910850219   ;    1292 ;             12 ;            24 ;                    ;room-without-bathroom  ; 1.0 ;   0.0  ;               ;Terrace or garden solarium
TRE VILLE                         ;TRENTO   ;1-star           ;DOSSON                                                                       ;LOCALITA' MONTE SPINALE                               ;MONTE SPINALE                     ;      38070 ;0465-441507               ;0465-441507               ;roberto@chaletfiat.info                                            ;                                                                                                                ;hotel                   ;full-board            ;1985870227   ;    2100 ;              9 ;            18 ;              50.0  ;room-without-bathroom  ; 1.0 ;  80.0  ;         70.0  ;Terrace or garden solarium
TRE VILLE                         ;TRENTO   ;2-stars          ;ALLE ALPI                                                                    ;VIA GIOVANNI XXIII, 19                                ;LARZANA                           ;      38070 ;0465-321289               ;                          ;albergoallealpi@alice.it                                           ;                                                                                                                ;hotel                   ;full-board            ;2071570226   ;    1004 ;              9 ;            15 ;              35.0  ;room-with-bathroom     ; 1.0 ;  40.0  ;         25.0  ;Parking (insured for at least 50% of the housing units)
